game_id,genre
06abcf8a95a2c8926b50d7f869fbbfab,Shooter
8564250ce489cf9957be4c1423c0aa1f,Adventure
8564250ce489cf9957be4c1423c0aa1f,Brawler
3832a28358f066c811f10eeb3b16d1e6,Adventure
3832a28358f066c811f10eeb3b16d1e6,Platform
2dedd889c3b229c62b0e0cce62773720,RPG
2dedd889c3b229c62b0e0cce62773720,Turn Based Strategy
4cc59005c58a73f24586cf375a8bce6f,Fighting
75233cb2b26367483686d25833ac4621,RPG
fa297113dc80ac840473e89597654c1b,Adventure
fa297113dc80ac840473e89597654c1b,Puzzle
fa297113dc80ac840473e89597654c1b,Shooter
52b8457d9b92603e6adfddb7bc0267e2,Adventure
52b8457d9b92603e6adfddb7bc0267e2,RPG
52b8457d9b92603e6adfddb7bc0267e2,Shooter
563fa9beb6537d90266258f26feb191c,Adventure
563fa9beb6537d90266258f26feb191c,Point-and-Click
563fa9beb6537d90266258f26feb191c,Visual Novel
9baa345626d889d017bc67ba103bfb79,Adventure
9baa345626d889d017bc67ba103bfb79,Brawler
9baa345626d889d017bc67ba103bfb79,Indie
9baa345626d889d017bc67ba103bfb79,RPG
9baa345626d889d017bc67ba103bfb79,Simulator
9baa345626d889d017bc67ba103bfb79,Strategy
97789f38fdf322c81fa8f3ce7deb305c,Adventure
97789f38fdf322c81fa8f3ce7deb305c,Platform
3118c7396645f5852794a8fff5174d90,Adventure
3118c7396645f5852794a8fff5174d90,RPG
3118c7396645f5852794a8fff5174d90,Shooter
4be518b370ee917df69342a2f5613bf3,Shooter
09f039c0308c907c5ee02b4b5e03ab4e,MOBA
09f039c0308c907c5ee02b4b5e03ab4e,RPG
09f039c0308c907c5ee02b4b5e03ab4e,Strategy
209024e88f649bc5b610c0e4de6ceaa7,Adventure
209024e88f649bc5b610c0e4de6ceaa7,Shooter
74864b30ac8e2d8a5a7b37df069c87c1,Adventure
74864b30ac8e2d8a5a7b37df069c87c1,Indie
74864b30ac8e2d8a5a7b37df069c87c1,Visual Novel
f38a3019e454e1eb830bef620243e6ca,Adventure
f38a3019e454e1eb830bef620243e6ca,Brawler
ab9a3f792dff0badcb8e3ddcc509529b,Adventure
ab9a3f792dff0badcb8e3ddcc509529b,Brawler
ab9a3f792dff0badcb8e3ddcc509529b,RPG
d7b54248c2a1ce66397c0567f72618ce,Adventure
d7b54248c2a1ce66397c0567f72618ce,Point-and-Click
d7b54248c2a1ce66397c0567f72618ce,Puzzle
d7b54248c2a1ce66397c0567f72618ce,Visual Novel
d96ac252376958fbe61f2eb28bb27b51,Shooter
3b04594d4e565083152a48a857a23e46,Adventure
3b04594d4e565083152a48a857a23e46,RPG
6e790ca9cc4a4020dd64e1b9a90257b1,Platform
6e790ca9cc4a4020dd64e1b9a90257b1,Shooter
2a58520f4d0465e4c9a089ffd261a8b3,Arcade
e51c961dd36719cfc758ed95aa4c8291,Adventure
e51c961dd36719cfc758ed95aa4c8291,Arcade
e51c961dd36719cfc758ed95aa4c8291,Indie
e51c961dd36719cfc758ed95aa4c8291,Platform
e51c961dd36719cfc758ed95aa4c8291,Strategy
149059b34ae59cae468eb0dfa85d0e85,Adventure
149059b34ae59cae468eb0dfa85d0e85,RPG
9b895232c6de881b32efb689b716b26f,Adventure
9b895232c6de881b32efb689b716b26f,RPG
8d6eb2afd4218c49419c01e3df6b6580,Adventure
8d6eb2afd4218c49419c01e3df6b6580,Shooter
ecd4ef4a40cbb7024f5518a33d7474f2,Adventure
ecd4ef4a40cbb7024f5518a33d7474f2,Platform
ecd4ef4a40cbb7024f5518a33d7474f2,Puzzle
4a79c0bfb642f20cb4f600e5083cb23b,Arcade
4a79c0bfb642f20cb4f600e5083cb23b,Brawler
4a79c0bfb642f20cb4f600e5083cb23b,Indie
0e7d12218e0145bfb8daa2ef80ff9e96,Brawler
0e7d12218e0145bfb8daa2ef80ff9e96,Indie
8473025f6d69c933afe3cd401108b59a,Platform
360a9f306cce92a4120a5e4647468c21,Adventure
360a9f306cce92a4120a5e4647468c21,RPG
9d7a8b54ee7a6dfe8bde3d88f4d1f63c,Adventure
9d7a8b54ee7a6dfe8bde3d88f4d1f63c,Shooter
9d7a8b54ee7a6dfe8bde3d88f4d1f63c,Tactical
7691100442144608d128d3e31450b6e2,Adventure
7691100442144608d128d3e31450b6e2,Platform
63194c6020e7da50146d4435bf6cc0a5,Adventure
63194c6020e7da50146d4435bf6cc0a5,RPG
f71697e1afe1ff39ca7546890a58ff0b,Adventure
f71697e1afe1ff39ca7546890a58ff0b,Shooter
1992589ce00bfea0e5a33c0fd11305ab,Shooter
a9407e84b75412ee2e7e3403e743903c,RPG
5865ed01198aef709314d622b3f45b93,Adventure
5865ed01198aef709314d622b3f45b93,Shooter
6124eae00c97b55ff5551bb6b639b4ab,Platform
1581102a7ef2aca4c3651bc5bdb90392,Indie
1581102a7ef2aca4c3651bc5bdb90392,Racing
1581102a7ef2aca4c3651bc5bdb90392,Sport
e93cce0d4699693cc463ac682dc07524,Adventure
e93cce0d4699693cc463ac682dc07524,Brawler
739a47a507f51a1fe91a96eb6ab9aae6,Brawler
6c685e0034afa83ecef4e86e6c3030c3,Adventure
6c685e0034afa83ecef4e86e6c3030c3,RPG
6c685e0034afa83ecef4e86e6c3030c3,Turn Based Strategy
749e51c1240b962adf6bf21685ac80a4,Fighting
289d96100b2c6f23fc278fb3299ecf44,Simulator
289d96100b2c6f23fc278fb3299ecf44,Sport
58ea57054aec877080abc68f4b36a667,Adventure
58ea57054aec877080abc68f4b36a667,RPG
3568b0c7976dbff583cbbc10416f24df,Racing
9632883902c3e73500865f50d8dd71b7,Adventure
9632883902c3e73500865f50d8dd71b7,Shooter
2359fe0fcb5ce9e4f4f75b8dc8910adb,Indie
2359fe0fcb5ce9e4f4f75b8dc8910adb,Point-and-Click
2359fe0fcb5ce9e4f4f75b8dc8910adb,Puzzle
2359fe0fcb5ce9e4f4f75b8dc8910adb,Simulator
4000bc21629e59296d2c9ceeb4ea42f1,Adventure
4000bc21629e59296d2c9ceeb4ea42f1,RPG
4000bc21629e59296d2c9ceeb4ea42f1,Shooter
55a4fdd8fa0517fc3e75e15bc086cf60,Adventure
55a4fdd8fa0517fc3e75e15bc086cf60,RPG
4761c7b733fb83fd53ed283f490e531b,Adventure
4761c7b733fb83fd53ed283f490e531b,Indie
4761c7b733fb83fd53ed283f490e531b,RPG
4761c7b733fb83fd53ed283f490e531b,Turn Based Strategy
89250f4c4ea98839af086cec1ab5c485,Adventure
89250f4c4ea98839af086cec1ab5c485,RPG
89250f4c4ea98839af086cec1ab5c485,Shooter
c5c08842eb803a06fd480f37ab2b4d35,Adventure
c5c08842eb803a06fd480f37ab2b4d35,Platform
c5c08842eb803a06fd480f37ab2b4d35,Puzzle
c5c08842eb803a06fd480f37ab2b4d35,Shooter
725ced4a8b39f6b91ec220edbe193a6d,Adventure
725ced4a8b39f6b91ec220edbe193a6d,Platform
a2a05aa701c32e27347f18f7f68b0d72,Adventure
a2a05aa701c32e27347f18f7f68b0d72,Platform
64fbcc03d4070e550ff78d5af03ddcfe,Adventure
64fbcc03d4070e550ff78d5af03ddcfe,Indie
64fbcc03d4070e550ff78d5af03ddcfe,Puzzle
5bbfa88dcfab8e875031def3e4a18ddc,Adventure
5bbfa88dcfab8e875031def3e4a18ddc,Brawler
5bbfa88dcfab8e875031def3e4a18ddc,RPG
f517418e99abdd862b3dfdd66c9a901b,Adventure
f517418e99abdd862b3dfdd66c9a901b,RPG
f517418e99abdd862b3dfdd66c9a901b,Turn Based Strategy
796bab1b1cb295a158b5d0e7f75b54f4,Brawler
796bab1b1cb295a158b5d0e7f75b54f4,RPG
8689ab268595e5c65dc376484c660802,Adventure
8689ab268595e5c65dc376484c660802,Platform
3266bd58204739b6fe3995c2b70e8632,Adventure
3266bd58204739b6fe3995c2b70e8632,RPG
3266bd58204739b6fe3995c2b70e8632,Turn Based Strategy
688a97c39bfce7d9adba4e5e3556340d,Shooter
df49f728eeb84ce34e203625caa3049f,Adventure
df49f728eeb84ce34e203625caa3049f,Platform
910f986daa600771bd04e4267c39370d,Adventure
910f986daa600771bd04e4267c39370d,Platform
910f986daa600771bd04e4267c39370d,Puzzle
f6901a8d14e75bb43728d836f0b4c675,Adventure
f6901a8d14e75bb43728d836f0b4c675,RPG
c8a79e364886ac1c8cafa0a08b001fc1,Adventure
c8a79e364886ac1c8cafa0a08b001fc1,Brawler
c8a79e364886ac1c8cafa0a08b001fc1,Strategy
e1de3891d24dd3aa2b158065aef73b94,Adventure
e1de3891d24dd3aa2b158065aef73b94,Puzzle
548be0ea1868e6534c823d8920930734,Adventure
548be0ea1868e6534c823d8920930734,RPG
8954e5985d6a3c1dceae6289620a6963,Adventure
8954e5985d6a3c1dceae6289620a6963,Brawler
8954e5985d6a3c1dceae6289620a6963,RPG
1055fab00e1f463b3c2ff2ace00b5156,Adventure
1055fab00e1f463b3c2ff2ace00b5156,Indie
1055fab00e1f463b3c2ff2ace00b5156,Platform
1055fab00e1f463b3c2ff2ace00b5156,Puzzle
67263186fd9738b8996fafc1ccb5bba6,Adventure
67263186fd9738b8996fafc1ccb5bba6,RPG
67263186fd9738b8996fafc1ccb5bba6,Turn Based Strategy
75c502c22f8bc1750edc55ed62406971,Adventure
75c502c22f8bc1750edc55ed62406971,RPG
fee32b667774ed134b8b30a6efdf1a19,Adventure
fee32b667774ed134b8b30a6efdf1a19,Shooter
ed4bfb03c69327fc66b0a203785a8106,Adventure
ed4bfb03c69327fc66b0a203785a8106,Racing
ed4bfb03c69327fc66b0a203785a8106,Shooter
4d206541f46dc2790a3a32d0df37a305,Adventure
4d206541f46dc2790a3a32d0df37a305,Platform
4d206541f46dc2790a3a32d0df37a305,Shooter
885e64832ef41dcbfc69426e41a3d08c,Adventure
885e64832ef41dcbfc69426e41a3d08c,RPG
5e65ba3170f06006315f1fa8788e0e93,Adventure
5e65ba3170f06006315f1fa8788e0e93,Point-and-Click
5e65ba3170f06006315f1fa8788e0e93,Visual Novel
49f9bf677fab245b51030fdd289058dc,RPG
49f9bf677fab245b51030fdd289058dc,Turn Based Strategy
343f157e12a59f57d4dbfc69090b5a12,Shooter
d15f46e91e86dc15ccebf2fbfd18928d,Adventure
d15f46e91e86dc15ccebf2fbfd18928d,Platform
d15f46e91e86dc15ccebf2fbfd18928d,Shooter
8ceca509acdc89142631b6d8b3582b7d,Adventure
8ceca509acdc89142631b6d8b3582b7d,RPG
191a77204e73c4f0ddd9f7846a9918ee,Adventure
191a77204e73c4f0ddd9f7846a9918ee,Indie
